OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN,CODIGOCTMESTACIONREDMETRO
82,6,283707,128,128,1,1,1432,*,,3,TI,I,BRAVO MURILLO-TERUEL,28,079,MADRID,A,Calle de Bravo Murillo N 154B,19991221,19861001,,272.1644,9.912,6,93_136,,,6__128_____1_IT_1_6_1432_*__TI_I_3,,,,6__128___,6__128_____1_IT_1,6_1432,6_1432_*,6_1432_,
83,6,357943,064,64,1,1,1432,*,,3,TI,I,BRAVO MURILLO-TERUEL,28,079,MADRID,A,Calle de Bravo Murillo N 154B,20070112,20161024,,272.162,30,6,93_136,,,6__64_____1_IT_1_6_1432_*__TI_I_3,,,,6__64___,6__64_____1_IT_1,6_1432,6_1432_*,6_1432_,
84,6,367519,003,3,1,1,1432,*,,28,TI,I,BRAVO MURILLO-TERUEL,28,079,MADRID,A,Calle de Bravo Murillo N 154B,20211121,20211122,,272.163,13.36,6,93_136,,,6__3_____1_IT_1_6_1432_*__TI_I_28,,,,6__3___,6__3_____1_IT_1,6_1432,6_1432_*,6_1432_,
85,6,283725,124,124,1,1,1433,*,,4,TI,I,BRAVO MURILLO-MANUEL LUNA,28,079,MADRID,A,Calle de Bravo Murillo N 192,19991221,19861001,,356.6211,13.018,6,93_72,,,6__124_____1_IT_1_6_1433_*__TI_I_4,,,,6__124___,6__124_____1_IT_1,6_1433,6_1433_*,6_1433_,
86,6,283730,126,126,2,1,1433,*,,18,TI,I,BRAVO MURILLO-MANUEL LUNA,28,079,MADRID,A,Calle de Bravo Murillo N 192,19991221,19961019,,228.5558,12.418,6,93_72,,,6__126_____2_IT_1_6_1433_*__TI_I_18,,,,6__126___,6__126_____2_IT_1,6_1433,6_1433_*,6_1433_,
87,6,283879,066,66,1,1,1433,*,,4,TI,I,BRAVO MURILLO-MANUEL LUNA,28,079,MADRID,A,Calle de Bravo Murillo N 192,19991221,19970322,,356.6211,13.281,6,93_72,,,6__66_____1_IT_1_6_1433_*__TI_I_4,,,,6__66___,6__66_____1_IT_1,6_1433,6_1433_*,6_1433_,
88,6,283707,128,128,1,1,1433,*,,4,TI,I,BRAVO MURILLO-MANUEL LUNA,28,079,MADRID,A,Calle de Bravo Murillo N 192,19991221,19861001,,356.6211,9.912,6,93_72,,,6__128_____1_IT_1_6_1433_*__TI_I_4,,,,6__128___,6__128_____1_IT_1,6_1433,6_1433_*,6_1433_,
89,6,357943,064,64,1,1,1433,*,,4,TI,I,BRAVO MURILLO-MANUEL LUNA,28,079,MADRID,A,Calle de Bravo Murillo N 192,20070112,20161024,,356.619,30,6,93_72,,,6__64_____1_IT_1_6_1433_*__TI_I_4,,,,6__64___,6__64_____1_IT_1,6_1433,6_1433_*,6_1433_,
90,6,362728,523,N23,1,1,1433,*,,12,TI,I,BRAVO MURILLO-MANUEL LUNA,28,079,MADRID,A,Calle de Bravo Murillo N 192,20181127,20181203,,628.7823,0,6,93_72,,,6_N_523_____1_IT_1_6_1433_*__TI_I_12,,,,6_N_523___,6_N_523_____1_IT_1,6_1433,6_1433_*,6_1433_,
91,6,283725,124,124,1,1,1434,*,,5,TI,I,BRAVO MURILLO-LOPE DE HARO,28,079,MADRID,A,Calle de Bravo Murillo N 204,19991221,19861001,,233.005,13.018,6,_,,,6__124_____1_IT_1_6_1434_*__TI_I_5,,,,6__124___,6__124_____1_IT_1,6_1434,6_1434_*,6_1434_,
92,6,283730,126,126,2,1,1434,*,,19,TI,I,BRAVO MURILLO-LOPE DE HARO,28,079,MADRID,A,Calle de Bravo Murillo N 204,19991221,19961019,,233.005,12.418,6,_,,,6__126_____2_IT_1_6_1434_*__TI_I_19,,,,6__126___,6__126_____2_IT_1,6_1434,6_1434_*,6_1434_,
93,6,283879,066,66,1,1,1434,*,,5,TI,I,BRAVO MURILLO-LOPE DE HARO,28,079,MADRID,A,Calle de Bravo Murillo N 204,19991221,19970322,,233.005,13.281,6,_,,,6__66_____1_IT_1_6_1434_*__TI_I_5,,,,6__66___,6__66_____1_IT_1,6_1434,6_1434_*,6_1434_,
94,6,283725,124,124,1,1,1435,*,,6,TI,I,BRAVO MURILLO-FRANCISCO MEDRANO,28,079,MADRID,A,Calle de Bravo Murillo N 238,19991221,19861001,,288.1845,13.018,6,93_348,,,6__124_____1_IT_1_6_1435_*__TI_I_6,,,,6__124___,6__124_____1_IT_1,6_1435,6_1435_*,6_1435_,
95,6,283879,066,66,1,1,1435,*,,6,TI,I,BRAVO MURILLO-FRANCISCO MEDRANO,28,079,MADRID,A,Calle de Bravo Murillo N 238,19991221,19970322,,288.1845,13.281,6,93_348,,,6__66_____1_IT_1_6_1435_*__TI_I_6,,,,6__66___,6__66_____1_IT_1,6_1435,6_1435_*,6_1435_,
96,6,362728,523,N23,1,1,1435,*,,13,TI,I,BRAVO MURILLO-FRANCISCO MEDRANO,28,079,MADRID,A,Calle de Bravo Murillo N 238,20181127,20181203,,521.1885,0,6,93_348,,,6_N_523_____1_IT_1_6_1435_*__TI_I_13,,,,6_N_523___,6_N_523_____1_IT_1,6_1435,6_1435_*,6_1435_,
97,6,283725,124,124,1,1,1436,*,,7,TI,I,BRAVO MURILLO-SOR ANGELA DE LA CRUZ,28,079,MADRID,A,Calle de Bravo Murillo N 278,19991221,19861001,,298.9447,13.018,6,93_348,,,6__124_____1_IT_1_6_1436_*__TI_I_7,,,,6__124___,6__124_____1_IT_1,6_1436,6_1436_*,6_1436_,
98,6,283879,066,66,1,1,1436,*,,7,TI,I,BRAVO MURILLO-SOR ANGELA DE LA CRUZ,28,079,MADRID,A,Calle de Bravo Murillo N 278,19991221,19970322,,298.9447,13.281,6,93_348,,,6__66_____1_IT_1_6_1436_*__TI_I_7,,,,6__66___,6__66_____1_IT_1,6_1436,6_1436_*,6_1436_,
99,6,283725,124,124,1,1,1437,*,,8,TI,I,BRAVO MURILLO-ROSA DE SILVA,28,079,MADRID,A,Calle de Rosa de Silva N 1,19991221,19861001,,328.7722,13.018,6,93_360,,,6__124_____1_IT_1_6_1437_*__TI_I_8,,,,6__124___,6__124_____1_IT_1,6_1437,6_1437_*,6_1437_,
100,6,283879,066,66,1,1,1437,*,,8,TI,I,BRAVO MURILLO-ROSA DE SILVA,28,079,MADRID,A,Calle de Rosa de Silva N 1,19991221,19970322,,328.7722,13.281,6,93_360,,,6__66_____1_IT_1_6_1437_*__TI_I_8,,,,6__66___,6__66_____1_IT_1,6_1437,6_1437_*,6_1437_,
101,6,362728,523,N23,1,1,1437,*,,14,TI,I,BRAVO MURILLO-ROSA DE SILVA,28,079,MADRID,A,Calle de Rosa de Silva N 1,20181127,20181203,,627.3755,0,6,93_360,,,6_N_523_____1_IT_1_6_1437_*__TI_I_14,,,,6_N_523___,6_N_523_____1_IT_1,6_1437,6_1437_*,6_1437_,
102,6,283725,124,124,1,1,1438,*,,9,TI,I,BRAVO MURILLO-ANIBAL,28,079,MADRID,A,Calle de Bravo Murillo N 360,19991221,19861001,,265.403,13.018,6,93_360,,,6__124_____1_IT_1_6_1438_*__TI_I_9,,,,6__124___,6__124_____1_IT_1,6_1438,6_1438_*,6_1438_,
103,6,283879,066,66,1,1,1438,*,,9,TI,I,BRAVO MURILLO-ANIBAL,28,079,MADRID,A,Calle de Bravo Murillo N 360,19991221,19970322,,265.403,13.281,6,93_360,,,6__66_____1_IT_1_6_1438_*__TI_I_9,,,,6__66___,6__66_____1_IT_1,6_1438,6_1438_*,6_1438_,
104,6,362728,523,N23,1,1,1438,*,,15,TI,I,BRAVO MURILLO-ANIBAL,28,079,MADRID,A,Calle de Bravo Murillo N 360,20181127,20181203,,265.404,0,6,93_360,,,6_N_523_____1_IT_1_6_1438_*__TI_I_15,,,,6_N_523___,6_N_523_____1_IT_1,6_1438,6_1438_*,6_1438_,
105,6,363170,049,49,2,1,1438,*,,32,TI,I,BRAVO MURILLO-ANIBAL,28,079,MADRID,A,Calle de Bravo Murillo N 360,20190307,20190307,,334.9213,12.737,6,93_360,,,6__49_____2_IT_1_6_1438_*__TI_I_32,,,,6__49___,6__49_____2_IT_1,6_1438,6_1438_*,6_1438_,
106,6,370773,522,N22,2,1,1438,*,,15,TI,I,BRAVO MURILLO-ANIBAL,28,079,MADRID,A,Calle de Bravo Murillo N 360,20231211,20231129,,334.9213,11.515,6,93_360,,,6_N_522_____2_IT_1_6_1438_*__TI_I_15,,652202,,6_N_522___,6_N_522____652202_2_IT_1,6_1438,6_1438_*,6_1438_,
107,6,283725,124,124,1,1,1439,*,,10,TI,I,BRAVO MURILLO-PZA.CASTILLA,28,079,MADRID,A,Calle de Bravo Murillo N 379,19991221,19861001,,285.8893,13.018,6,90_21,,,6__124_____1_IT_1_6_1439_*__TI_I_10,,,,6__124___,6__124_____1_IT_1,6_1439,6_1439_*,6_1439_,
108,6,283879,066,66,1,1,1439,*,,10,TI,I,BRAVO MURILLO-PZA.CASTILLA,28,079,MADRID,A,Calle de Bravo Murillo N 379,19991221,19970322,,285.8893,13.281,6,90_21,,,6__66_____1_IT_1_6_1439_*__TI_I_10,,,,6__66___,6__66_____1_IT_1,6_1439,6_1439_*,6_1439_,
109,6,341830,149,149,1,1,1439,*,,22,TI,T,BRAVO MURILLO-PZA.CASTILLA,28,079,MADRID,A,Calle de Bravo Murillo N 379,20100219,20090522,,263.3912,-1,6,90_21,,,6__149_____1_IT_1_6_1439_*__TI_T_22,,,,6__149___,6__149_____1_IT_1,6_1439,6_1439_*,6_1439_,
110,6,341831,149,149,2,1,1439,*,,1,TI,T,BRAVO MURILLO-PZA.CASTILLA,28,079,MADRID,A,Calle de Bravo Murillo N 379,20100219,20090522,,0,0,6,90_21,,,6__149_____2_IT_1_6_1439_*__TI_T_1,,,,6__149___,6__149_____2_IT_1,6_1439,6_1439_*,6_1439_,
111,6,363170,049,49,2,1,1439,*,,33,TI,I,BRAVO MURILLO-PZA.CASTILLA,28,079,MADRID,A,Calle de Bravo Murillo N 379,20190307,20190307,,285.8909,-1,6,90_21,,,6__49_____2_IT_1_6_1439_*__TI_I_33,,,,6__49___,6__49_____2_IT_1,6_1439,6_1439_*,6_1439_,
112,6,341053,147,147,1,1,1440,*,,29,TI,I,MONFORTE DE LEMOS-Pº CASTELLANA,28,079,MADRID,A,Avda de Monforte de Lemos N 3,20090922,20090807,,452.108,12.714,6,_,,,6__147_____1_IT_1_6_1440_*__TI_I_29,,,,6__147___,6__147_____1_IT_1,6_1440,6_1440_*,6_1440_,
113,6,341053,147,147,1,1,1441,*,,30,TI,I,SINESIO DELGADO-HOSPITAL CARLOS III,28,079,MADRID,A,Calle de Sinesio Delgado N 6,20090922,20090807,,363.7484,12.714,6,_,,,6__147_____1_IT_1_6_1441_*__TI_I_30,,,,6__147___,6__147_____1_IT_1,6_1441,6_1441_*,6_1441_,
114,6,341053,147,147,1,1,1442,*,,32,TI,I,SINESIO DELGADO-FINISTERRE,28,079,MADRID,A,Calle de Sinesio Delgado N 18,20090922,20090807,,170.8263,12.714,6,_,,,6__147_____1_IT_1_6_1442_*__TI_I_32,,,,6__147___,6__147_____1_IT_1,6_1442,6_1442_*,6_1442_,
115,6,341053,147,147,1,1,1443,*,,33,TI,I,FINISTERRE-MELCHOR FDEZ.ALMAGRO,28,079,MADRID,A,Calle de Finisterre N 8,20090922,20090807,,289.0136,12.714,6,93_156,,,6__147_____1_IT_1_6_1443_*__TI_I_33,,,,6__147___,6__147_____1_IT_1,6_1443,6_1443_*,6_1443_,
116,6,341053,147,147,1,1,1444,*,,34,TI,I,MELCHOR FDEZ.ALMAGRO-PZA.CARBALLO,28,079,MADRID,A,Calle de Melchor Fernández Almagro N 44,20090922,20090807,,213.6598,-1,6,93_156,,,6__147_____1_IT_1_6_1444_*__TI_I_34,,,,6__147___,6__147_____1_IT_1,6_1444,6_1444_*,6_1444_,
117,6,341053,147,147,1,1,1445,*,,35,TI,I,MELCHOR FDEZ.ALMAGRO-AV.FERROL,28,079,MADRID,A,Calle de Melchor Fernández Almagro N 62,20090922,20090807,,275.139,30,6,_,,,6__147_____1_IT_1_6_1445_*__TI_I_35,,,,6__147___,6__147_____1_IT_1,6_1445,6_1445_*,6_1445_,
118,6,341053,147,147,1,1,1446,*,,36,TI,I,MELCHOR FDEZ.ALMAGRO-AV.BETANZOS,28,079,MADRID,A,Calle de Melchor Fernández Almagro N 80,20090922,20090807,,289.3898,12.72,6,_,,,6__147_____1_IT_1_6_1446_*__TI_I_36,,,,6__147___,6__147_____1_IT_1,6_1446,6_1446_*,6_1446_,
119,6,283707,128,128,1,1,1447,*,,14,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 44,19991221,19861001,,182.6165,9.912,6,_,,,6__128_____1_IT_1_6_1447_*__TI_I_14,,,,6__128___,6__128_____1_IT_1,6_1447,6_1447_*,6_1447_,
120,6,341053,147,147,1,1,1447,*,,37,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 44,20090922,20090807,,181.897,12.72,6,_,,,6__147_____1_IT_1_6_1447_*__TI_I_37,,,,6__147___,6__147_____1_IT_1,6_1447,6_1447_*,6_1447_,
121,6,363169,049,49,1,1,1447,*,,13,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 44,20190307,20190307,,182.6155,12.27,6,_,,,6__49_____1_IT_1_6_1447_*__TI_I_13,,,,6__49___,6__49_____1_IT_1,6_1447,6_1447_*,6_1447_,
122,6,369168,126,126,1,1,1447,*,,24,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 44,20230113,20230113,,182.6165,11.859,6,_,,,6__126_____1_IT_1_6_1447_*__TI_I_24,,,,6__126___,6__126_____1_IT_1,6_1447,6_1447_*,6_1447_,
123,6,370491,042,42,1,1,1447,*,,12,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 44,20231005,20231005,,182.6155,12.578,6,_,,,6__42_____1_IT_1_6_1447_*__TI_I_12,,,,6__42___,6__42_____1_IT_1,6_1447,6_1447_*,6_1447_,
124,6,335797,130,130,1,1,1448,*,,10,TI,I,CTRA.VILLAVERDE A VALLECAS-UNANIMIDAD,28,079,MADRID,A,Ctra de Villaverde a Vallecas N 46L,20070109,20070103,,280.368,19.461,6,_,,,6__130_____1_IT_1_6_1448_*__TI_I_10,,,,6__130___,6__130_____1_IT_1,6_1448,6_1448_*,6_1448_,
125,6,362323,023,23,2,1,1448,*,,7,TI,I,CTRA.VILLAVERDE A VALLECAS-UNANIMIDAD,28,079,MADRID,A,Ctra de Villaverde a Vallecas N 46L,20180910,20180917,,279.3113,0,6,_,,,6__23_A____2_IT_1_6_1448_*__TI_I_7,,-,,6__23_A__,6__23_A___-_2_IT_1,6_1448,6_1448_*,6_1448_,
126,6,283730,126,126,2,1,1449,*,,2,TI,I,MONFORTE DE LEMOS Nº 163,28,079,MADRID,A,Avda de Monforte de Lemos N 163,19991221,19961019,,280.8752,12.418,6,_,,,6__126_____2_IT_1_6_1449_*__TI_I_2,,,,6__126___,6__126_____2_IT_1,6_1449,6_1449_*,6_1449_,
127,6,333606,132,132,1,1,1449,*,,33,TI,I,MONFORTE DE LEMOS Nº 163,28,079,MADRID,A,Avda de Monforte de Lemos N 163,20050331,20050414,,299.3298,14.436,6,_,,,6__132_____1_IT_1_6_1449_*__TI_I_33,,,,6__132___,6__132_____1_IT_1,6_1449,6_1449_*,6_1449_,
128,6,343126,137,137,1,1,1449,*,,13,TI,I,MONFORTE DE LEMOS Nº 163,28,079,MADRID,A,Avda de Monforte de Lemos N 163,20101005,20100918,,299.3302,-1,6,_,,,6__137_____1_IT_1_6_1449_*__TI_I_13,,,,6__137___,6__137_____1_IT_1,6_1449,6_1449_*,6_1449_,
129,6,369443,147,147,2,1,1449,*,,2,TI,I,MONFORTE DE LEMOS Nº 163,28,079,MADRID,A,Avda de Monforte de Lemos N 163,20230222,20230222,,280.8756,-1,6,_,,,6__147_____2_IT_1_6_1449_*__TI_I_2,,,,6__147___,6__147_____2_IT_1,6_1449,6_1449_*,6_1449_,
130,6,283708,128,128,2,1,1450,*,,4,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 45,19991221,19861001,,233.8213,9.739,6,_,,,6__128_____2_IT_1_6_1450_*__TI_I_4,,,,6__128___,6__128_____2_IT_1,6_1450,6_1450_*,6_1450_,
131,6,283730,126,126,2,1,1450,*,,3,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 45,19991221,19961019,,372.5664,12.418,6,_,,,6__126_____2_IT_1_6_1450_*__TI_I_3,,,,6__126___,6__126_____2_IT_1,6_1450,6_1450_*,6_1450_,
132,6,363170,049,49,2,1,1450,*,,23,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 45,20190307,20190307,,233.82,30,6,_,,,6__49_____2_IT_1_6_1450_*__TI_I_23,,,,6__49___,6__49_____2_IT_1,6_1450,6_1450_*,6_1450_,
133,6,369443,147,147,2,1,1450,*,,3,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 45,20230222,20230222,,372.5664,12.749,6,_,,,6__147_____2_IT_1_6_1450_*__TI_I_3,,,,6__147___,6__147_____2_IT_1,6_1450,6_1450_*,6_1450_,
134,6,370492,042,42,2,1,1450,*,,11,TI,I,AV.BETANZOS-LA BAÑEZA,28,079,MADRID,A,Avda de Betanzos N 45,20231005,20231005,,160.5724,-1,6,_,,,6__42_____2_IT_1_6_1450_*__TI_I_11,,,,6__42___,6__42_____2_IT_1,6_1450,6_1450_*,6_1450_,
135,6,369443,147,147,2,1,1451,*,,4,TI,I,MELCHOR FDEZ.ALMAGRO-AV.BETANZOS,28,079,MADRID,A,Calle de Melchor Fernández Almagro N 82,20230222,20230222,,200.1205,12.655,6,_,,,6__147_____2_IT_1_6_1451_*__TI_I_4,,,,6__147___,6__147_____2_IT_1,6_1451,6_1451_*,6_1451_,
136,6,369443,147,147,2,1,1452,*,,5,TI,I,MELCHOR FDEZ.ALMAGRO-AV.FERROL,28,079,MADRID,A,Calle de Melchor Fernández Almagro SN SN,20230222,20230222,,340.098,12.655,6,_,,,6__147_____2_IT_1_6_1452_*__TI_I_5,,,,6__147___,6__147_____2_IT_1,6_1452,6_1452_*,6_1452_,
137,6,362729,523,N23,2,1,1453,*,,19,TI,I,GINZO DE LIMIA-MELCHOR FDEZ.ALMAGRO,28,079,MADRID,A,Calle de Ginzo de Limia N 2,20181127,20181203,,438.8054,-1,6,93_156,,,6_N_523_____2_IT_1_6_1453_*__TI_I_19,,,,6_N_523___,6_N_523_____2_IT_1,6_1453,6_1453_*,6_1453_,
138,6,369443,147,147,2,1,1453,*,,6,TI,I,GINZO DE LIMIA-MELCHOR FDEZ.ALMAGRO,28,079,MADRID,A,Calle de Ginzo de Limia N 2,20230222,20230222,,357.8898,-1,6,93_156,,,6__147_____2_IT_1_6_1453_*__TI_I_6,,,,6__147___,6__147_____2_IT_1,6_1453,6_1453_*,6_1453_,
139,6,362729,523,N23,2,1,1454,*,,20,TI,I,GINZO DE LIMIA-AV.FERROL,28,079,MADRID,A,Calle de Ginzo de Limia SN SN,20181127,20181203,,231.6341,-1,6,_,,,6_N_523_____2_IT_1_6_1454_*__TI_I_20,,,,6_N_523___,6_N_523_____2_IT_1,6_1454,6_1454_*,6_1454_,
140,6,369443,147,147,2,1,1454,*,,7,TI,I,GINZO DE LIMIA-AV.FERROL,28,079,MADRID,A,Calle de Ginzo de Limia SN SN,20230222,20230222,,231.6341,-1,6,_,,,6__147_____2_IT_1_6_1454_*__TI_I_7,,,,6__147___,6__147_____2_IT_1,6_1454,6_1454_*,6_1454_,
141,6,337388,453,T32,1,1,3138,*,,1,TI,C,Pº MOLINO-PZA.LEGAZPI,28,079,MADRID,A,Paseo del Molino N 2,20071220,20071218,,0,0,6,92_11,,,6__453_____1_IT_1_6_3138_*__TI_C_1,,,,6__453___,6__453_____1_IT_1,6_3138,6_3138_*,6_3138_,
142,6,337389,453,T32,2,1,3138,*,,14,TI,C,Pº MOLINO-PZA.LEGAZPI,28,079,MADRID,A,Paseo del Molino N 2,20071220,20071218,,310.2978,18.961,6,92_11,,,6__453_____2_IT_1_6_3138_*__TI_C_14,,,,6__453___,6__453_____2_IT_1,6_3138,6_3138_*,6_3138_,
143,6,341541,156,156,1,1,3138,*,,21,TI,T,Pº MOLINO-PZA.LEGAZPI,28,079,MADRID,A,Paseo del Molino N 2,20091207,20091103,,310.2978,12.864,6,92_11,,,6__156_____1_IT_1_6_3138_*__TI_T_21,,,,6__156___,6__156_____1_IT_1,6_3138,6_3138_*,6_3138_,
144,6,341542,156,156,2,1,3138,*,,1,TI,T,Pº MOLINO-PZA.LEGAZPI,28,079,MADRID,A,Paseo del Molino N 2,20091207,20091103,,0,0,6,92_11,,,6__156_____2_IT_1_6_3138_*__TI_T_1,,,,6__156___,6__156_____2_IT_1,6_3138,6_3138_*,6_3138_,
145,6,347523,180,180,1,1,3138,*,,1,TI,C,Pº MOLINO-PZA.LEGAZPI,28,079,MADRID,A,Paseo del Molino N 2,20120504,20120504,,0,,6,92_11,,,6__180_____1_IT_1_6_3138_*__TI_C_1,,-,,6__180___,6__180____-_1_IT_1,6_3138,6_3138_*,6_3138_,
146,6,347524,180,180,2,1,3138,*,,3,TI,C,Pº MOLINO-PZA.LEGAZPI,28,079,MADRID,A,Paseo del Molino N 2,20120504,20120504,,310.2978,19.694,6,92_11,,,6__180_____2_IT_1_6_3138_*__TI_C_3,,-,,6__180___,6__180____-_2_IT_1,6_3138,6_3138_*,6_3138_,
147,6,341542,156,156,2,1,3141,*,,6,TI,I,AV. PLANETARIO-MENESES,28,079,MADRID,A,Avda del Planetario N 13,20091207,20091103,,643.9544,13.36,6,_,,,6__156_____2_IT_1_6_3141_*__TI_I_6,,,,6__156___,6__156_____2_IT_1,6_3141,6_3141_*,6_3141_,
148,6,334294,513,N13,2,1,3141,*,,22,TI,I,AV. PLANETARIO-MENESES,28,079,MADRID,A,Avda del Planetario N 13,20051121,20051122,,910.8415,14.94,6,_,,,6_N_513_____2_IT_1_6_3141_*__TI_I_22,,,,6_N_513___,6_N_513_____2_IT_1,6_3141,6_3141_*,6_3141_,
149,6,367514,148,148,1,1,3141,*,,24,TI,I,AV. PLANETARIO-MENESES,28,079,MADRID,A,Avda del Planetario N 13,20211120,20211122,,643.9544,13.36,6,_,,,6__148_____1_IT_1_6_3141_*__TI_I_24,,,,6__148___,6__148_____1_IT_1,6_3141,6_3141_*,6_3141_,
150,6,362725,134,134,2,1,3008,*,,18,TI,I,CERRO DEL CASTAÑAR-LA MASO,28,079,MADRID,A,Calle del Cerro del Castañar SN SN,20181127,20181203,,280.1601,14.846,6,93_275,,,6__134_____2_IT_1_6_3008_*__TI_I_18,,,,6__134___,6__134_____2_IT_1,6_3008,6_3008_*,6_3008_,
151,6,362725,134,134,2,1,3009,*,,20,TI,I,LA MASO-SALOU,28,079,MADRID,A,Calle de La Maso N 78,20181127,20181203,,313.1504,14.846,6,_,,,6__134_____2_IT_1_6_3009_*__TI_I_20,,,,6__134___,6__134_____2_IT_1,6_3009,6_3009_*,6_3009_,
152,6,362725,134,134,2,1,3010,*,,21,TI,I,VENTISQUERO CONDESA-C.HERRERA ORIA,28,079,MADRID,A,Calle de La Maso N 103,20181127,20181203,,334.3339,14.846,6,_,,,6__134_____2_IT_1_6_3010_*__TI_I_21,,,,6__134___,6__134_____2_IT_1,6_3010,6_3010_*,6_3010_,
153,6,362725,134,134,2,1,3012,*,,23,TI,I,GINZO DE LIMIA-SANGENJO,28,079,MADRID,A,Calle de Ginzo de Limia N 60,20181127,20181203,,300.0268,14.034,6,93_227,,,6__134_____2_IT_1_6_3012_*__TI_I_23,,,,6__134___,6__134_____2_IT_1,6_3012,6_3012_*,6_3012_,
154,6,362729,523,N23,2,1,3012,*,,17,TI,I,GINZO DE LIMIA-SANGENJO,28,079,MADRID,A,Calle de Ginzo de Limia N 60,20181127,20181203,,478.6543,14.639,6,93_227,,,6_N_523_____2_IT_1_6_3012_*__TI_I_17,,,,6_N_523___,6_N_523_____2_IT_1,6_3012,6_3012_*,6_3012_,
155,6,363170,049,49,2,1,3012,*,,17,TI,I,GINZO DE LIMIA-SANGENJO,28,079,MADRID,A,Calle de Ginzo de Limia N 60,20190307,20190307,,300.0268,12.275,6,93_227,,,6__49_____2_IT_1_6_3012_*__TI_I_17,,,,6__49___,6__49_____2_IT_1,6_3012,6_3012_*,6_3012_,
156,6,362725,134,134,2,1,3013,*,,25,TI,I,GINZO DE LIMIA-LA VAGUADA,28,079,MADRID,A,Calle de Ginzo de Limia N 43,20181127,20181203,,109.8854,-1,6,_,,,6__134_____2_IT_1_6_3013_*__TI_I_25,,,,6__134___,6__134_____2_IT_1,6_3013,6_3013_*,6_3013_,
157,6,362729,523,N23,2,1,3013,*,,18,TI,I,GINZO DE LIMIA-LA VAGUADA,28,079,MADRID,A,Calle de Ginzo de Limia N 43,20181127,20181203,,340.4764,14.639,6,_,,,6_N_523_____2_IT_1_6_3013_*__TI_I_18,,,,6_N_523___,6_N_523_____2_IT_1,6_3013,6_3013_*,6_3013_,
158,6,363170,049,49,2,1,3013,*,,19,TI,I,GINZO DE LIMIA-LA VAGUADA,28,079,MADRID,A,Calle de Ginzo de Limia N 43,20190307,20190307,,109.8854,-1,6,_,,,6__49_____2_IT_1_6_3013_*__TI_I_19,,,,6__49___,6__49_____2_IT_1,6_3013,6_3013_*,6_3013_,
159,6,343126,137,137,1,1,3014,*,,18,TI,I,MONFORTE DE LEMOS-PARQUE BOMBEROS,28,079,MADRID,A,Avda de Monforte de Lemos N 75,20101005,20100918,,237.647,14.302,6,_,,,6__137_____1_IT_1_6_3014_*__TI_I_18,,,,6__137___,6__137_____1_IT_1,6_3014,6_3014_*,6_3014_,
160,6,362725,134,134,2,1,3014,*,,27,TI,I,MONFORTE DE LEMOS-PARQUE BOMBEROS,28,079,MADRID,A,Avda de Monforte de Lemos N 75,20181127,20181203,,237.647,14.851,6,_,,,6__134_____2_IT_1_6_3014_*__TI_I_27,,,,6__134___,6__134_____2_IT_1,6_3014,6_3014_*,6_3014_,
161,6,343126,137,137,1,1,3015,*,,19,TI,I,MONFORTE DE LEMOS-PUENTECESURES,28,079,MADRID,A,Avda de Monforte de Lemos N 19,20101005,20100918,,299.1833,14.302,6,_,,,6__137_____1_IT_1_6_3015_*__TI_I_19,,,,6__137___,6__137_____1_IT_1,6_3015,6_3015_*,6_3015_,
162,6,362725,134,134,2,1,3015,*,,28,TI,I,MONFORTE DE LEMOS-PUENTECESURES,28,079,MADRID,A,Avda de Monforte de Lemos N 19,20181127,20181203,,299.1833,14.851,6,_,,,6__134_____2_IT_1_6_3015_*__TI_I_28,,,,6__134___,6__134_____2_IT_1,6_3015,6_3015_*,6_3015_,
